,"Poster_Link","Series_Title","Runtime_of_Series","Certificate","Runtime_of_Episodes","Genre","IMDB_Rating","Overview","Star1","Star2","Star3","Star4","No_of_Votes","Genre1","Genre2","Genre3"	
46,"https://m.media-amazon.com/images/M/MV5BMTU5NjQ2MTU4NV5BMl5BanBnXkFtZTgwOTYyNTAwNzM@._V1_UY98_CR5,0,67,98_AL_.jpg","Gotham","(2014â€“2019)","18+","42 min","Action, Crime, Drama",7.8,"The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.","Ben McKenzie","Jada Pinkett Smith","Donal Logue","Camren Bicondova",212039,"Action"," Crime"," Drama"	
47,"https://m.media-amazon.com/images/M/MV5BNjBmZmI0ZDktODI2MS00MDU1LTk0NDYtNGE0MDc0OWVkYzcwXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Once Upon a Time","(2011â€“2018)","16+","60 min","Adventure, Fantasy, Romance",7.7,"A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.","Ginnifer Goodwin","Jennifer Morrison","Lana Parrilla","Robert Carlyle",208753,"Adventure"," Fantasy"," Romance"	
48,"https://m.media-amazon.com/images/M/MV5BMTY5ODk1NzUyMl5BMl5BanBnXkFtZTgwMjUyNzEyMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Shingeki no kyojin","(2013â€“ )","13","24 min","Animation, Action, Adventure",8.9,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","YÃ»ki Kaji","Marina Inoue","Yui Ishikawa","Josh Grelle",201518,"Animation"," Action"," Adventure"	
49,"https://m.media-amazon.com/images/M/MV5BZWJhYjFmZDEtNTVlYy00NGExLWJhZWItNTAxODY5YTc3MDFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Doctor Who","(2005â€“ )","U","45 min","Adventure, Drama, Family",8.6,"The further adventures in time and space of the alien adventurer known as the Doctor and their companions from planet Earth.","Jodie Whittaker","Peter Capaldi","Pearl Mackie","Matt Smith",200288,"Adventure"," Drama"," Family"	
50,"https://m.media-amazon.com/images/M/MV5BOTJhMjhhZDItZTQxMi00NGM3LTliZjYtMjcyMWE2YzYwNTA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg","Agents of S.H.I.E.L.D.","(2013â€“2020)","16+","45 min","Action, Adventure, Drama",7.5,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","Clark Gregg","Ming-Na Wen","Brett Dalton","Iain De Caestecker",200036,"Action"," Adventure"," Drama"	
51,"https://m.media-amazon.com/images/M/MV5BZDA0MmM4YzUtMzYwZC00OGI2LWE0ODctNzNhNTkwN2FmNTVhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","The X Files","(1993â€“2018)","","45 min","Crime, Drama, Mystery",8.6,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.","David Duchovny","Gillian Anderson","Mitch Pileggi","William B. Davis",199555,"Crime"," Drama"," Mystery"	
52,"https://m.media-amazon.com/images/M/MV5BZDA1MzE3M2EtNTE4Ni00OGE4LWE1NjctYzFhMzA2NDgxMDIxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Blacklist","(2013â€“ )","16+","43 min","Crime, Drama, Mystery",8,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.","James Spader","Megan Boone","Diego Klattenhoff","Ryan Eggold",197895,"Crime"," Drama"," Mystery"	
53,"https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Jessica Jones","(2015â€“2019)","18","56 min","Action, Crime, Drama",7.9,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.","Krysten Ritter","Rachael Taylor","Eka Darville","Carrie-Anne Moss",193406,"Action"," Crime"," Drama"	
54,"https://m.media-amazon.com/images/M/MV5BODIyNzk5NDg5M15BMl5BanBnXkFtZTgwMTE5NjA5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","Ozark","(2017â€“ )","16+","60 min","Crime, Drama, Thriller",8.4,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Jason Bateman","Laura Linney","Sofia Hublitz","Skylar Gaertner",188576,"Crime"," Drama"," Thriller"	
55,"https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz._V1_UX67_CR0,0,67,98_AL_.jpg","The Punisher","(2017â€“2019)","A","53 min","Action, Crime, Drama",8.5,"After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them.","Jon Bernthal","Amber Rose Revah","Ben Barnes","Jason R. Moore",184757,"Action"," Crime"," Drama"	
56,"https://m.media-amazon.com/images/M/MV5BMTExNzk2NjcxNTNeQTJeQWpwZ15BbWU4MDcxOTczOTIx._V1_UY98_CR5,0,67,98_AL_.jpg","Twin Peaks","(1990â€“1991)","18","47 min","Crime, Drama, Mystery",8.8,"An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.","Kyle MacLachlan","Michael Ontkean","MÃ¤dchen Amick","Dana Ashbrook",175882,"Crime"," Drama"," Mystery"	
57,"https://m.media-amazon.com/images/M/MV5BMTU0MTI0MDAyM15BMl5BanBnXkFtZTgwMDg5MzYyNTM@._V1_UY98_CR0,0,67,98_AL_.jpg","The Handmaid's Tale","(2017â€“ )","A","60 min","Drama, Sci-Fi, Thriller",8.4,"Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship.","Elisabeth Moss","Yvonne Strahovski","Joseph Fiennes","Ann Dowd",172732,"Drama"," Sci-Fi"," Thriller"	
58,"https://m.media-amazon.com/images/M/MV5BYTYxNzc5ZmYtODcyNi00ZWUwLWExNWUtY2Y0YTlhZDBlMGU1XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","Boardwalk Empire","(2010â€“2014)","","55 min","Crime, Drama, History",8.5,"An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.","Steve Buscemi","Kelly Macdonald","Michael Shannon","Shea Whigham",172452,"Crime"," Drama"," History"	
59,"https://m.media-amazon.com/images/M/MV5BMTg5OTkyNzA0NF5BMl5BanBnXkFtZTcwMDYyMDUwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg","24","(2001â€“2010)","U","44 min","Action, Crime, Drama",8.3,"Jack Bauer races against the clock to subvert terrorist plots and save his nation from ultimate disaster.","Kiefer Sutherland","Mary Lynn Rajskub","Carlos Bernard","Dennis Haysbert",171876,"Action"," Crime"," Drama"	
60,"https://m.media-amazon.com/images/M/MV5BMTQ5OTgzOTczM15BMl5BanBnXkFtZTcwMDM2OTY4MQ@@._V1_UY98_CR3,0,67,98_AL_.jpg","The Mentalist","(2008â€“ )","16+","43 min","Crime, Drama, Mystery",8.1,"A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter.","Simon Baker","Robin Tunney","Tim Kang","Owain Yeoman",165670,"Crime"," Drama"," Mystery"	
61,"https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg","Person of Interest","(2011â€“2016)","16","43 min","Action, Crime, Drama",8.4,"An ex-CIA agent and a wealthy programmer save lives via a surveillance AI that sends them the identities of civilians involved in impending crimes. However, the details of the crimes, including the civilians' roles, are left a mystery.","Jim Caviezel","Taraji P. Henson","Kevin Chapman","Michael Emerson",163362,"Action"," Crime"," Drama"	
62,"https://m.media-amazon.com/images/M/MV5BNGE2ZmFkZTYtNjRiOS00ZjE3LThjOWMtZTViZjRmNDFjNTQwXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","Criminal Minds","(2005â€“2020)","","42 min","Crime, Drama, Mystery",8.1,"The cases of the F.B.I. Behavioral Analysis Unit (B.A.U.), an elite group of profilers who analyze the nation's most dangerous serial killers and individual heinous crimes in an effort to anticipate their next moves before they strike again.","Matthew Gray Gubler","Kirsten Vangsness","A.J. Cook","Joe Mantegna",161622,"Crime"," Drama"," Mystery"	
63,"https://m.media-amazon.com/images/M/MV5BNzA5MjkwYzMtNGY2MS00YWRjLThkNTktOTNmMzdlZjE3Y2IxXkEyXkFqcGdeQXVyMjkwMzMxODg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Umbrella Academy","(2019â€“ )","16+","60 min","Action, Adventure, Comedy",8,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.","Elliot Page","Tom Hopper","David CastaÃ±eda","Emmy Raver-Lampman",159722,"Action"," Adventure"," Comedy"	
64,"https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Big Little Lies","(2017â€“2019)","15+","60 min","Crime, Drama, Mystery",8.5,"The apparently perfect lives of upper-class mothers, at a prestigious elementary school, unravel to the point of murder when a single-mother moves to their quaint Californian beach town.","Reese Witherspoon","Nicole Kidman","Shailene Woodley","ZoÃ« Kravitz",157148,"Crime"," Drama"," Mystery"	
65,"https://m.media-amazon.com/images/M/MV5BYTM4MmU1NWYtNzJjYy00YWFhLThjOGEtZmMxOGI1NzE0NGNiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX67_CR0,0,67,98_AL_.jpg","Rome","(2005â€“2007)","18","52 min","Action, Drama, History",8.7,"A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.","Kevin McKidd","Ray Stevenson","Polly Walker","Kerry Condon",155249,"Action"," Drama"," History"	
66,"https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Battlestar Galactica","(2004â€“2009)","U","44 min","Action, Adventure, Drama",8.7,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.","Edward James Olmos","Mary McDonnell","Jamie Bamber","James Callis",153100,"Action"," Adventure"," Drama"	
67,"https://m.media-amazon.com/images/M/MV5BMTU5MDYzMzQ2Nl5BMl5BanBnXkFtZTgwMDE3MzU4MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Pretty Little Liars","(2010â€“2017)","A","44 min","Drama, Mystery, Romance",7.4,"Four friends band together against an anonymous foe who threatens to reveal their darkest secrets, while also investigating the disappearance of their best friend.","Troian Bellisario","Ashley Benson","Lucy Hale","Shay Mitchell",152443,"Drama"," Mystery"," Romance"	
68,"https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjctNTRmNy00Njk3LWFjMzctMWQwZDAwMGJmY2MyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","The Crown","(2016â€“ )","16+","58 min","Biography, Drama, History",8.7,"Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.","Claire Foy","Olivia Colman","Imelda Staunton","Matt Smith",150834,"Biography"," Drama"," History"	
69,"https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg","The End of the F***ing World","(2017â€“2019)","18+","25 min","Adventure, Comedy, Crime",8.1,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","Jessica Barden","Alex Lawther","Steve Oram","Christine Bottomley",146542,"Adventure"," Comedy"," Crime"	
70,"https://m.media-amazon.com/images/M/MV5BZDJjOTg4OWYtYWIyOS00MjQ3LTg5ZDktYzU2N2RkNmYzNjZlXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UY98_CR0,0,67,98_AL_.jpg","You","(2018â€“ )","16+","45 min","Crime, Drama, Romance",7.7,"A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.","Penn Badgley","Victoria Pedretti","Ambyr Childers","Elizabeth Lail",144170,"Crime"," Drama"," Romance"	
71,"https://m.media-amazon.com/images/M/MV5BNjIxMWMzMzctYmZkYy00OTkzLWFlMWUtMjc3ZDFmYzQ3YmVkXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_UX67_CR0,0,67,98_AL_.jpg","Altered Carbon","(2018â€“2020)","16+","60 min","Action, Drama, Sci-Fi",8,"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.","Chris Conner","RenÃ©e Elise Goldsberry","Will Yun Lee","Dichen Lachman",142763,"Action"," Drama"," Sci-Fi"	
72,"https://m.media-amazon.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","Castle","(2009â€“2016)","A","43 min","Comedy, Crime, Drama",8.1,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.","Nathan Fillion","Stana Katic","Susan Sullivan","Jon Huertas",140609,"Comedy"," Crime"," Drama"	
73,"https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Bones","(2005â€“2017)","15+","40 min","Comedy, Crime, Drama",7.8,"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.","Emily Deschanel","David Boreanaz","Michaela Conlin","T.J. Thyne",139943,"Comedy"," Crime"," Drama"	
74,"https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_UX67_CR0,0,67,98_AL_.jpg","Sense8","(2015â€“2018)","18","60 min","Drama, Mystery, Sci-Fi",8.3,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order.","Bae Doona","Jamie Clayton","Tina Desai","Tuppence Middleton",139640,"Drama"," Mystery"," Sci-Fi"	
75,"https://m.media-amazon.com/images/M/MV5BMTg3NTMwMzY2OF5BMl5BanBnXkFtZTgwMDcxMjQ0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Archer","(2009â€“ )","18","22 min","Animation, Action, Comedy",8.6,"Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.","H. Jon Benjamin","Judy Greer","Amber Nash","Chris Parnell",137888,"Animation"," Action"," Comedy"	
76,"https://m.media-amazon.com/images/M/MV5BYWJhZjNjZjUtM2JlZC00ZWE3LWJmZDItMDRhMWJkMTJhZDhkXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR1,0,67,98_AL_.jpg","Glee","(2009â€“2015)","18","44 min","Comedy, Drama, Music",6.7,"A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.","Lea Michele","Jane Lynch","Matthew Morrison","Cory Monteith",136866,"Comedy"," Drama"," Music"	
77,"https://m.media-amazon.com/images/M/MV5BY2MwOGIyZGYtNzgxZC00N2Q5LTllYjItM2U4MTkwMDBjYzUyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Buffy the Vampire Slayer","(1997â€“2003)","A","44 min","Action, Drama, Fantasy",8.2,"A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.","Sarah Michelle Gellar","Nicholas Brendon","Alyson Hannigan","Anthony Head",131081,"Action"," Drama"," Fantasy"	
78,"https://m.media-amazon.com/images/M/MV5BZDQ5ZDRhMWItNjA5Ni00MDhiLTgwN2EtZjFkYzgzNjBhZTIyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","How to Get Away with Murder","(2014â€“2020)","18+","43 min","Crime, Drama, Mystery",8.1,"A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.","Viola Davis","Billy Brown","Jack Falahee","Aja Naomi King",129704,"Crime"," Drama"," Mystery"	
79,"https://m.media-amazon.com/images/M/MV5BMTM0ODIwNjI3NF5BMl5BanBnXkFtZTcwODU2ODUzMw@@._V1_UY98_CR3,0,67,98_AL_.jpg","Chuck","(2007â€“2012)","16","43 min","Action, Comedy, Drama",8.2,"When a twenty-something computer geek inadvertently downloads critical government secrets into his brain, the C.I.A. and the N.S.A. assign two agents to protect him and exploit such knowledge, turning his life upside down.","Zachary Levi","Yvonne Strahovski","Joshua Gomez","Vik Sahay",127430,"Action"," Comedy"," Drama"	
80,"https://m.media-amazon.com/images/M/MV5BMThlNTk3YzMtOTZjMi00M2NiLTg1NTgtYThiYzE2MDFmMDUwXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Teen Wolf","(2011â€“2017)","18","41 min","Action, Drama, Fantasy",7.6,"An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.","Tyler Posey","Holland Roden","Dylan O'Brien","Linden Ashby",127044,"Action"," Drama"," Fantasy"	
81,"https://m.media-amazon.com/images/M/MV5BNzE3ZTYxZWYtMjQ1Ny00MzFhLWI1MGMtMDZmMzYwYjc1OWQ0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Outlander","(2014â€“ )","A","64 min","Drama, Fantasy, Romance",8.4,"An English combat nurse from 1945 is mysteriously swept back in time to 1743.","Caitriona Balfe","Sam Heughan","Duncan Lacroix","Sophie Skelton",124920,"Drama"," Fantasy"," Romance"	
82,"https://m.media-amazon.com/images/M/MV5BZmEzN2YzOTItMDI5MS00MGU4LWI1NWQtOTg5ZThhNGQwYTEzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Hagane no renkinjutsushi","(2009â€“2012)","18+","24 min","Animation, Action, Adventure",9.1,"Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.","Kent Williams","Iemasa Kayumi","Vic Mignogna","Muriel Hofmann",121914,"Animation"," Action"," Adventure"	
83,"https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg","Luther","(2010â€“2019)","18","60 min","Crime, Drama, Mystery",8.5,"DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.","Idris Elba","Dermot Crowley","Michael Smiley","Warren Brown",121482,"Crime"," Drama"," Mystery"	
84,"https://m.media-amazon.com/images/M/MV5BYjVlMjZhYzYtOGQxNC00OTQxLTk2NzEtMWFmMmNhODA4YjYzXkEyXkFqcGdeQXVyNjQ3MDgwNjY@._V1_UX67_CR0,0,67,98_AL_.jpg","NCIS: Naval Criminal Investigative Service","(2003â€“ )","16","60 min","Action, Crime, Drama",7.7,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.","Mark Harmon","David McCallum","Sean Murray","Pauley Perrette",119971,"Action"," Crime"," Drama"	
85,"https://m.media-amazon.com/images/M/MV5BZTg3OTczYmMtMWIxNi00NWIzLTg3ZjAtZjRkMTNkNGQ5Y2E0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Riverdale","(2017â€“ )","13+","45 min","Crime, Drama, Mystery",6.9,"While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.","K.J. Apa","Lili Reinhart","Camila Mendes","Cole Sprouse",118902,"Crime"," Drama"," Mystery"	
86,"https://m.media-amazon.com/images/M/MV5BNDI5MDgyMTYzNF5BMl5BanBnXkFtZTcwMjAwNzk1Mw@@._V1_UY98_CR2,0,67,98_AL_.jpg","White Collar","(2009â€“2014)","15+","40 min","Comedy, Crime, Drama",8.2,"A white-collar criminal agrees to help the FBI catch other white-collar criminals using his expertise as an art and securities thief, counterfeiter, and conman.","Matt Bomer","Tim DeKay","Willie Garson","Tiffani Thiessen",118793,"Comedy"," Crime"," Drama"	
87,"https://m.media-amazon.com/images/M/MV5BNDllZjc2NjEtOGMwZS00ZmNkLTg2NDgtZjJkYjg0YjMxM2FmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg","The Originals","(2013â€“2018)","16+","45 min","Drama, Fantasy, Horror",8.2,"A family of power-hungry thousand-year-old vampires look to take back the city that they built and dominate all those who have done them wrong.","Joseph Morgan","Daniel Gillies","Claire Holt","Phoebe Tonkin",117750,"Drama"," Fantasy"," Horror"	
88,"https://m.media-amazon.com/images/M/MV5BMjAxOTM3NjEwMV5BMl5BanBnXkFtZTgwNTkyOTY4NTM@._V1_UX67_CR0,0,67,98_AL_.jpg","Luke Cage","(2016â€“2018)","18","55 min","Action, Crime, Drama",7.3,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must soon confront his past and fight a battle for the heart of his city.","Mike Colter","Simone Missick","Theo Rossi","Alfre Woodard",116956,"Action"," Crime"," Drama"	
89,"https://m.media-amazon.com/images/M/MV5BMTNmZDE2NDEtNTg3MS00OTE1LThlZGUtOGZkZTg0NTUyNGVmXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_UX67_CR0,0,67,98_AL_.jpg","One Punch Man: Wanpanman","(2015â€“ )","16+","24 min","Animation, Action, Comedy",8.8,"The story of Saitama, a hero that does it just for fun & can defeat his enemies with a single punch.","Makoto Furukawa","Kaito Ishikawa","Max Mittelman","Zach Aguilar",116786,"Animation"," Action"," Comedy"	
90,"https://m.media-amazon.com/images/M/MV5BYmNiNzlhOWItMDM5Mi00MGYzLWI1ZDYtNmI5NzI0MWFkMTIwXkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UY98_CR2,0,67,98_AL_.jpg","Smallville","(2001â€“2011)","","60 min","Adventure, Drama, Romance",7.5,"A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.","Tom Welling","Michael Rosenbaum","Allison Mack","Kristin Kreuk",116499,"Adventure"," Drama"," Romance"	
91,"https://m.media-amazon.com/images/M/MV5BYzI2MTFjZDktYTZhNS00YTU2LWI5ZTMtM2MzNDU1YjNhNTJlXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX67_CR0,0,67,98_AL_.jpg","Desperate Housewives","(2004â€“2012)","","45 min","Comedy, Drama, Mystery",7.5,"Secrets and truths unfold through the lives of female friends in one suburban neighborhood, after the mysterious suicide of a neighbor.","Teri Hatcher","Felicity Huffman","Marcia Cross","Eva Longoria",115802,"Comedy"," Drama"," Mystery"	
92,"https://m.media-amazon.com/images/M/MV5BMTYyNTQwNzk0OV5BMl5BanBnXkFtZTgwMDAyMDI2MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Taboo","(2017â€“ )","","59 min","Drama, Mystery, Thriller",8.4,"Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost - even murder.","Tom Hardy","David Hayman","Jonathan Pryce","Oona Chaplin",115751,"Drama"," Mystery"," Thriller"	
93,"https://m.media-amazon.com/images/M/MV5BYmMxNjM0NmItNGU1Mi00OGMwLTkzMzctZmE3YjU1ZDE4NmFjXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Good Place","(2016â€“2020)","13+","22 min","Comedy, Drama, Fantasy",8.2,"Four people and their otherworldly frienemy struggle in the afterlife to define what it means to be good.","Kristen Bell","William Jackson Harper","Jameela Jamil","D'Arcy Carden",115590,"Comedy"," Drama"," Fantasy"	
